"Northland"|"0"|"Total usual residents in occupied dwellings"|11088|
"Northland"|"0"|"Separate house no storey information"|39|
"Northland"|"0"|"Separate house with one storey"|7683|
"Northland"|"0"|"Separate house with two or more storeys"|2046|
"Northland"|"0"|"Total usual residents in separate houses"|9768|
"Northland"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|3|
"Northland"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|297|
"Northland"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|117|
"Northland"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|3|
"Northland"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|423|
"Northland"|"0"|"Dwelling in a motor camp"|3|
"Northland"|"0"|"Mobile dwelling not in a motor camp"|39|
"Northland"|"0"|"Improvised dwelling or shelter"|33|
"Northland"|"0"|"Roofless or rough sleeper"|0|
"Northland"|"0"|"Total usual residents in other occupied private dwellings"|78|
"Northland"|"0"|"Occupied private dwelling not further defined"|786|
"Northland"|"0"|"Residential care for older people"||c
"Northland"|"0"|"Public hospital"||c
"Northland"|"0"|"Private hospital"||c
"Northland"|"0"|"Residential and community care facilities"||c
"Northland"|"0"|"Welfare institution"||c
"Northland"|"0"|"Educational institution"|15|
"Northland"|"0"|"Religious institution"||c
"Northland"|"0"|"Prison or penal institution"||c
"Northland"|"0"|"Defence establishment"||c
"Northland"|"0"|"Night shelter"||c
"Northland"|"0"|"Total usual residents in institutions"|18|
"Northland"|"0"|"Hotel, motel, or guest accommodation"|9|
"Northland"|"0"|"Boarding house"||c
"Northland"|"0"|"Moto camp/camping ground"||c
"Northland"|"0"|"Work, construction, or training camp"||c
"Northland"|"0"|"Youth, school, or scout/guide camp"||c
"Northland"|"0"|"Communal staff quarters"||c
"Northland"|"0"|"Commercial vessel"||c
"Northland"|"0"|"Marae complex"||c
"Northland"|"0"|"Total usual residents in other occupied non-private dwellings"|15|
"Northland"|"0"|"Occupied non-private dwelling not further defined"||c
"Auckland"|"0"|"Total usual residents in occupied dwellings"|96438|
"Auckland"|"0"|"Separate house no storey information"|438|
"Auckland"|"0"|"Separate house with one storey"|47856|
"Auckland"|"0"|"Separate house with two or more storeys"|30627|
"Auckland"|"0"|"Total usual residents in separate houses"|78918|
"Auckland"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|117|
"Auckland"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|4959|
"Auckland"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|5460|
"Auckland"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|462|
"Auckland"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|10992|
"Auckland"|"0"|"Dwelling in a motor camp"|48|
"Auckland"|"0"|"Mobile dwelling not in a motor camp"|84|
"Auckland"|"0"|"Improvised dwelling or shelter"|54|
"Auckland"|"0"|"Roofless or rough sleeper"|0|
"Auckland"|"0"|"Total usual residents in other occupied private dwellings"|186|
"Auckland"|"0"|"Occupied private dwelling not further defined"|5922|
"Auckland"|"0"|"Residential care for older people"|0|
"Auckland"|"0"|"Public hospital"|6|
"Auckland"|"0"|"Private hospital"|0|
"Auckland"|"0"|"Residential and community care facilities"|18|
"Auckland"|"0"|"Welfare institution"|3|
"Auckland"|"0"|"Educational institution"|243|
"Auckland"|"0"|"Religious institution"|3|
"Auckland"|"0"|"Prison or penal institution"|6|
"Auckland"|"0"|"Defence establishment"|0|
"Auckland"|"0"|"Night shelter"|0|
"Auckland"|"0"|"Total usual residents in institutions"|282|
"Auckland"|"0"|"Hotel, motel, or guest accommodation"|72|
"Auckland"|"0"|"Boarding house"|45|
"Auckland"|"0"|"Moto camp/camping ground"|6|
"Auckland"|"0"|"Work, construction, or training camp"|0|
"Auckland"|"0"|"Youth, school, or scout/guide camp"|6|
"Auckland"|"0"|"Communal staff quarters"|0|
"Auckland"|"0"|"Commercial vessel"|0|
"Auckland"|"0"|"Marae complex"|0|
"Auckland"|"0"|"Total usual residents in other occupied non-private dwellings"|132|
"Auckland"|"0"|"Occupied non-private dwelling not further defined"|6|
"Waikato"|"0"|"Total usual residents in occupied dwellings"|28947|
"Waikato"|"0"|"Separate house no storey information"|81|
"Waikato"|"0"|"Separate house with one storey"|21498|
"Waikato"|"0"|"Separate house with two or more storeys"|4560|
"Waikato"|"0"|"Total usual residents in separate houses"|26139|
"Waikato"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|12|
"Waikato"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|747|
"Waikato"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|354|
"Waikato"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|9|
"Waikato"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|1125|
"Waikato"|"0"|"Dwelling in a motor camp"|12|
"Waikato"|"0"|"Mobile dwelling not in a motor camp"|45|
"Waikato"|"0"|"Improvised dwelling or shelter"|30|
"Waikato"|"0"|"Roofless or rough sleeper"|0|
"Waikato"|"0"|"Total usual residents in other occupied private dwellings"|87|
"Waikato"|"0"|"Occupied private dwelling not further defined"|1323|
"Waikato"|"0"|"Residential care for older people"|0|
"Waikato"|"0"|"Public hospital"|0|
"Waikato"|"0"|"Private hospital"|0|
"Waikato"|"0"|"Residential and community care facilities"|3|
"Waikato"|"0"|"Welfare institution"|0|
"Waikato"|"0"|"Educational institution"|246|
"Waikato"|"0"|"Religious institution"|0|
"Waikato"|"0"|"Prison or penal institution"|0|
"Waikato"|"0"|"Defence establishment"|0|
"Waikato"|"0"|"Night shelter"|3|
"Waikato"|"0"|"Total usual residents in institutions"|249|
"Waikato"|"0"|"Hotel, motel, or guest accommodation"|15|
"Waikato"|"0"|"Boarding house"|0|
"Waikato"|"0"|"Moto camp/camping ground"|3|
"Waikato"|"0"|"Work, construction, or training camp"|0|
"Waikato"|"0"|"Youth, school, or scout/guide camp"|3|
"Waikato"|"0"|"Communal staff quarters"|0|
"Waikato"|"0"|"Commercial vessel"|0|
"Waikato"|"0"|"Marae complex"|0|
"Waikato"|"0"|"Total usual residents in other occupied non-private dwellings"|24|
"Waikato"|"0"|"Occupied non-private dwelling not further defined"|0|
"Bay of Plenty"|"0"|"Total usual residents in occupied dwellings"|19647|
"Bay of Plenty"|"0"|"Separate house no storey information"|69|
"Bay of Plenty"|"0"|"Separate house with one storey"|13014|
"Bay of Plenty"|"0"|"Separate house with two or more storeys"|4296|
"Bay of Plenty"|"0"|"Total usual residents in separate houses"|17379|
"Bay of Plenty"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|6|
"Bay of Plenty"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|633|
"Bay of Plenty"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|330|
"Bay of Plenty"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|9|
"Bay of Plenty"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|978|
"Bay of Plenty"|"0"|"Dwelling in a motor camp"|21|
"Bay of Plenty"|"0"|"Mobile dwelling not in a motor camp"|36|
"Bay of Plenty"|"0"|"Improvised dwelling or shelter"|36|
"Bay of Plenty"|"0"|"Roofless or rough sleeper"|0|
"Bay of Plenty"|"0"|"Total usual residents in other occupied private dwellings"|90|
"Bay of Plenty"|"0"|"Occupied private dwelling not further defined"|1140|
"Bay of Plenty"|"0"|"Residential care for older people"||c
"Bay of Plenty"|"0"|"Public hospital"||c
"Bay of Plenty"|"0"|"Private hospital"||c
"Bay of Plenty"|"0"|"Residential and community care facilities"||c
"Bay of Plenty"|"0"|"Welfare institution"||c
"Bay of Plenty"|"0"|"Educational institution"|12|
"Bay of Plenty"|"0"|"Religious institution"||c
"Bay of Plenty"|"0"|"Prison or penal institution"||c
"Bay of Plenty"|"0"|"Defence establishment"||c
"Bay of Plenty"|"0"|"Night shelter"||c
"Bay of Plenty"|"0"|"Total usual residents in institutions"|18|
"Bay of Plenty"|"0"|"Hotel, motel, or guest accommodation"|21|
"Bay of Plenty"|"0"|"Boarding house"||c
"Bay of Plenty"|"0"|"Moto camp/camping ground"||c
"Bay of Plenty"|"0"|"Work, construction, or training camp"||c
"Bay of Plenty"|"0"|"Youth, school, or scout/guide camp"|18|
"Bay of Plenty"|"0"|"Communal staff quarters"||c
"Bay of Plenty"|"0"|"Commercial vessel"||c
"Bay of Plenty"|"0"|"Marae complex"||c
"Bay of Plenty"|"0"|"Total usual residents in other occupied non-private dwellings"|39|
"Bay of Plenty"|"0"|"Occupied non-private dwelling not further defined"||c
"Gisborne"|"0"|"Total usual residents in occupied dwellings"|3627|
"Gisborne"|"0"|"Separate house no storey information"|6|
"Gisborne"|"0"|"Separate house with one storey"|2913|
"Gisborne"|"0"|"Separate house with two or more storeys"|279|
"Gisborne"|"0"|"Total usual residents in separate houses"|3198|
"Gisborne"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|0|
"Gisborne"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|102|
"Gisborne"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|48|
"Gisborne"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|3|
"Gisborne"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|147|
"Gisborne"|"0"|"Dwelling in a motor camp"|0|
"Gisborne"|"0"|"Mobile dwelling not in a motor camp"|3|
"Gisborne"|"0"|"Improvised dwelling or shelter"|3|
"Gisborne"|"0"|"Roofless or rough sleeper"|0|
"Gisborne"|"0"|"Total usual residents in other occupied private dwellings"|6|
"Gisborne"|"0"|"Occupied private dwelling not further defined"|267|
"Gisborne"|"0"|"Residential care for older people"||c
"Gisborne"|"0"|"Public hospital"||c
"Gisborne"|"0"|"Private hospital"||c
"Gisborne"|"0"|"Residential and community care facilities"||c
"Gisborne"|"0"|"Welfare institution"||c
"Gisborne"|"0"|"Educational institution"||c
"Gisborne"|"0"|"Religious institution"||c
"Gisborne"|"0"|"Prison or penal institution"||c
"Gisborne"|"0"|"Defence establishment"||c
"Gisborne"|"0"|"Night shelter"||c
"Gisborne"|"0"|"Total usual residents in institutions"||c
"Gisborne"|"0"|"Hotel, motel, or guest accommodation"||c
"Gisborne"|"0"|"Boarding house"||c
"Gisborne"|"0"|"Moto camp/camping ground"||c
"Gisborne"|"0"|"Work, construction, or training camp"||c
"Gisborne"|"0"|"Youth, school, or scout/guide camp"||c
"Gisborne"|"0"|"Communal staff quarters"||c
"Gisborne"|"0"|"Commercial vessel"||c
"Gisborne"|"0"|"Marae complex"||c
"Gisborne"|"0"|"Total usual residents in other occupied non-private dwellings"||c
"Gisborne"|"0"|"Occupied non-private dwelling not further defined"||c
"Hawke's Bay"|"0"|"Total usual residents in occupied dwellings"|11070|
"Hawke's Bay"|"0"|"Separate house no storey information"|45|
"Hawke's Bay"|"0"|"Separate house with one storey"|8559|
"Hawke's Bay"|"0"|"Separate house with two or more storeys"|1290|
"Hawke's Bay"|"0"|"Total usual residents in separate houses"|9894|
"Hawke's Bay"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|9|
"Hawke's Bay"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|384|
"Hawke's Bay"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|111|
"Hawke's Bay"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|6|
"Hawke's Bay"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|504|
"Hawke's Bay"|"0"|"Dwelling in a motor camp"|6|
"Hawke's Bay"|"0"|"Mobile dwelling not in a motor camp"|15|
"Hawke's Bay"|"0"|"Improvised dwelling or shelter"|6|
"Hawke's Bay"|"0"|"Roofless or rough sleeper"|0|
"Hawke's Bay"|"0"|"Total usual residents in other occupied private dwellings"|27|
"Hawke's Bay"|"0"|"Occupied private dwelling not further defined"|522|
"Hawke's Bay"|"0"|"Residential care for older people"||c
"Hawke's Bay"|"0"|"Public hospital"||c
"Hawke's Bay"|"0"|"Private hospital"||c
"Hawke's Bay"|"0"|"Residential and community care facilities"|15|
"Hawke's Bay"|"0"|"Welfare institution"||c
"Hawke's Bay"|"0"|"Educational institution"|81|
"Hawke's Bay"|"0"|"Religious institution"||c
"Hawke's Bay"|"0"|"Prison or penal institution"||c
"Hawke's Bay"|"0"|"Defence establishment"||c
"Hawke's Bay"|"0"|"Night shelter"||c
"Hawke's Bay"|"0"|"Total usual residents in institutions"|93|
"Hawke's Bay"|"0"|"Hotel, motel, or guest accommodation"|12|
"Hawke's Bay"|"0"|"Boarding house"||c
"Hawke's Bay"|"0"|"Moto camp/camping ground"||c
"Hawke's Bay"|"0"|"Work, construction, or training camp"||c
"Hawke's Bay"|"0"|"Youth, school, or scout/guide camp"|6|
"Hawke's Bay"|"0"|"Communal staff quarters"||c
"Hawke's Bay"|"0"|"Commercial vessel"||c
"Hawke's Bay"|"0"|"Marae complex"||c
"Hawke's Bay"|"0"|"Total usual residents in other occupied non-private dwellings"|27|
"Hawke's Bay"|"0"|"Occupied non-private dwelling not further defined"||c
"Taranaki"|"0"|"Total usual residents in occupied dwellings"|7602|
"Taranaki"|"0"|"Separate house no storey information"|24|
"Taranaki"|"0"|"Separate house with one storey"|5643|
"Taranaki"|"0"|"Separate house with two or more storeys"|1437|
"Taranaki"|"0"|"Total usual residents in separate houses"|7101|
"Taranaki"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together no storey information"|0|
"Taranaki"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a one storey building"|132|
"Taranaki"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a two or three storey building"|69|
"Taranaki"|"0"|"Two or more flats/units/townhouses/apartments/houses joined together in a four or more storey building"|0|
"Taranaki"|"0"|"Total usual residents in two or more flats/units/townhouses/apartments/houses joined together"|204|
"Taranaki"|"0"|"Dwelling in a motor camp"|0|
"Taranaki"|"0"|"Mobile dwelling not in a motor camp"|3|
"Taranaki"|"0"|"Improvised dwelling or shelter"|6|
"Taranaki"|"0"|"Roofless or rough sleeper"|0|
"Taranaki"|"0"|"Total usual residents in other occupied private dwellings"|9|
"Taranaki"|"0"|"Occupied private dwelling not further defined"|267|
"Taranaki"|"0"|"Residential care for older people"||c
"Taranaki"|"0"|"Public hospital"||c
"Taranaki"|"0"|"Private hospital"||c
"Taranaki"|"0"|"Residential and community care facilities"||c
"Taranaki"|"0"|"Welfare institution"||c
"Taranaki"|"0"|"Educational institution"|6|
"Taranaki"|"0"|"Religious institution"||c
"Taranaki"|"0"|"Prison or penal institution"||c
"Taranaki"|"0"|"Defence establishment"||c
"Taranaki"|"0"|"Night shelter"||c
"Taranaki"|"0"|"Total usual residents in institutions"|9|
"Taranaki"|"0"|"Hotel, motel, or guest accommodation"||c
